都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考
222038,,静岡県,沼津市,防火水槽,沼津市高砂町,,35.7.43.77,138.51.38.52,,
222038,,静岡県,沼津市,防火水槽,沼津市駿河台,,35.7.34.96,138.51.43.3,,
222038,,静岡県,沼津市,防火水槽,沼津市駿河台,,35.7.23.54,138.51.43.17,,
222038,,静岡県,沼津市,防火水槽,沼津市東沢田,,35.7.21.58,138.51.37.87,,
222038,,静岡県,沼津市,防火水槽,沼津市東熊堂,,35.7.12.21,138.51.54.93,,
222038,,静岡県,沼津市,防火水槽,沼津市西熊堂,,35.7.7.58,138.51.50.17,,
222038,,静岡県,沼津市,防火水槽,沼津市西熊堂,,35.7.8.61,138.51.43.7,,
222038,,静岡県,沼津市,防火水槽,沼津市東沢田,,35.7.11.02,138.51.39.17,,
222038,,静岡県,沼津市,防火水槽,沼津市東沢田,,35.7.11.26,138.51.37.0,,
222038,,静岡県,沼津市,防火水槽,沼津市東沢田,,35.7.15.8,138.51.36.7,,
222038,,静岡県,沼津市,防火水槽,沼津市足高,,35.9.49.04,138.51.4.57,,
222038,,静岡県,沼津市,防火水槽,沼津市足高,,35.8.54.19,138.51.8.33,,
222038,,静岡県,沼津市,防火水槽,沼津市足高字尾上２４－２４,,35.8.41.04,138.50.55.02,,
222038,,静岡県,沼津市,防火水槽,沼津市中沢田,,35.7.15.31,138.51.26.66,,
222038,,静岡県,沼津市,防火水槽,沼津市中沢田,,35.7.11.23,138.51.24.99,,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.26.02,138.52.31.58,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.23.88,138.52.33.21,200,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.35.2,138.52.38.37,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.25.75,138.52.35.8,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.30.26,138.52.36.02,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.32.84,138.52.31.65,100,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.26.51,138.52.50.22,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.25.8,138.52.49.11,250,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（沼平町）,,35.6.32.05,138.52.41.83,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（高田）,,35.6.42.62,138.52.35.52,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（高田）,,35.6.35.22,138.52.33.99,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（高田）,,35.6.45.58,138.52.31.04,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（高田）,,35.6.39.13,138.52.29.31,,
222038,,静岡県,沼津市,防火水槽,沼津市大岡（駅前町）,,35.6.44.93,138.52.41.46,,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.24.42,138.52.45.43,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.14.51,138.52.48.63,100,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.18.25,138.52.55.64,100,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.15.47,138.52.53.37,100,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.14.9,138.52.50.6,100,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.20.23,138.52.48.47,150,
222038,,静岡県,沼津市,消火栓,沼津市宮前町,,35.7.7.22,138.52.53.81,150,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.9.25,138.52.48.72,100,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.10.58,138.52.50.58,100,
222038,,静岡県,沼津市,消火栓,沼津市宮前町,,35.7.11.08,138.52.46.04,150,
222038,,静岡県,沼津市,消火栓,沼津市宮前町,,35.7.6.73,138.52.45.43,150,
222038,,静岡県,沼津市,消火栓,沼津市宮前町,,35.7.6.92,138.52.38.52,150,
222038,,静岡県,沼津市,消火栓,沼津市宮前町,,35.7.9.95,138.52.34.23,75,
222038,,静岡県,沼津市,消火栓,沼津市宮前町,,35.7.7.19,138.52.35.01,150,
222038,,静岡県,沼津市,消火栓,沼津市花園町,,35.7.12.1,138.52.31.2,150,
222038,,静岡県,沼津市,消火栓,沼津市花園町,,35.7.7.13,138.52.30.78,150,
222038,,静岡県,沼津市,消火栓,沼津市花園町,,35.7.10.54,138.52.26.67,75,
222038,,静岡県,沼津市,消火栓,沼津市下香貫島郷,,35.4.0.18,138.52.42.79,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.47.45,138.53.7.68,75,
222038,,静岡県,沼津市,消火栓,沼津市下香貫島郷,,35.3.57.6,138.53.1.14,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫島郷,,35.3.54.61,138.53.1.79,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.49.05,138.53.4.45,75,
222038,,静岡県,沼津市,消火栓,沼津市下香貫島郷,,35.3.58.45,138.52.58.65,100,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.58.48,138.52.57.03,400,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.54.75,138.52.58.95,400,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.59.25,138.52.55.1,150,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.54.78,138.52.56.43,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.49.2,138.52.58.97,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.45.1,138.53.0.96,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.44.23,138.52.58.39,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫島郷,,35.3.55.98,138.52.48.73,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.51.98,138.52.50.73,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.48.34,138.52.52.29,200,
222038,,静岡県,沼津市,消火栓,沼津市志下,,35.3.48.98,138.52.57.45,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.13.9,138.48.53.9,200,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.11.38,138.48.48.4,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.13.34,138.48.55.36,100,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.9.39.46,138.50.47.93,,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.9.46.34,138.50.38.51,100,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.9.41.86,138.50.37.11,,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.8.46.887,138.50.9.801,80,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.8.0.16,138.50.21.36,200,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.8.50.0,138.50.0.03,250,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.8.44.56,138.49.56.33,250,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.8.38.94,138.49.58.01,250,
222038,,静岡県,沼津市,消火栓,沼津市柳沢,,35.8.31.31,138.49.25.02,75,
222038,,静岡県,沼津市,消火栓,沼津市柳沢,,35.8.32.39,138.49.21.87,150,
222038,,静岡県,沼津市,消火栓,沼津市柳沢,,35.8.38.53,138.49.18.89,100,
222038,,静岡県,沼津市,消火栓,沼津市柳沢,,35.8.34.1,138.49.27.49,100,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.9.37.36,138.49.22.36,100,
222038,,静岡県,沼津市,消火栓,沼津市宮本,,35.9.34.76,138.49.22.74,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（柏葉尾）,,35.8.7.485,138.53.10.416,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（柏葉尾）,,35.8.13.04,138.53.5.69,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（柏葉尾）,,35.8.9.2,138.53.7.89,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.8.9.69,138.52.56.83,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.8.5.84,138.53.2.38,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.8.2.42,138.52.56.36,100,
222038,,静岡県,沼津市,消火栓,沼津市本郷町,,35.5.34.81,138.52.26.05,150,
222038,,静岡県,沼津市,消火栓,沼津市本郷町,,35.5.30.5,138.52.24.81,100,
222038,,静岡県,沼津市,消火栓,沼津市本郷町,,35.5.26.31,138.52.24.31,150,
222038,,静岡県,沼津市,消火栓,沼津市本郷町,,35.5.22.91,138.52.24.69,100,
222038,,静岡県,沼津市,消火栓,沼津市本郷町,,35.5.37.2,138.52.22.442,300,
222038,,静岡県,沼津市,消火栓,沼津市下河原町,,35.5.11.84,138.51.39.95,100,
222038,,静岡県,沼津市,消火栓,沼津市下河原町,,35.5.7.43,138.51.41.23,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.7.34.56,138.53.21.71,75,
222038,,静岡県,沼津市,消火栓,沼津市大岡（南小林）,,35.7.30.545,138.53.24.15,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.7.28.065,138.53.16.778,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（北小林）,,35.7.37.47,138.53.26.46,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（南小林）,,35.7.27.39,138.53.21.71,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.8.32.41,138.52.3.79,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.8.33.94,138.52.1.86,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.8.26.74,138.52.6.48,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.8.23.97,138.52.6.91,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.8.20.47,138.52.6.1,200,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.8.14.7,138.52.13.2,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.8.13.58,138.52.18.4,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.8.22.36,138.52.11.41,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫宮脇,,35.5.1.41,138.52.38.85,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.49.65,138.52.53.6,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.3.53,138.52.55.96,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.2.64,138.52.48.69,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫宮脇,,35.5.1.27,138.52.42.68,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫宮脇,,35.4.54.42,138.52.42.37,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.48.05,138.52.56.36,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.48.16,138.53.0.23,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.5.97,138.53.15.16,75,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.4.28,138.53.14.56,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.6.15,138.53.10.26,600,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.2.74,138.53.8.51,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.4.42,138.53.3.19,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.4.545,138.53.1.232,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.0.62,138.53.3.37,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重,,35.5.7.82,138.53.14.81,250,
222038,,静岡県,沼津市,消火栓,沼津市上香貫九十九洞,,35.5.15.27,138.53.18.28,600,
222038,,静岡県,沼津市,消火栓,沼津市下香貫外原,,35.5.13.36,138.53.18.79,100,
222038,,静岡県,沼津市,消火栓,沼津市大平,,35.4.21.02,138.54.32.56,100,
222038,,静岡県,沼津市,消火栓,沼津市山ケ下町,,35.5.29.73,138.53.14.84,250,
222038,,静岡県,沼津市,消火栓,沼津市下香貫猪沼,,35.4.48.72,138.53.18.87,300,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.48.56,138.53.9.71,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.44.53,138.53.10.2,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫猪沼,,35.4.43.17,138.53.10.31,300,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.48.4,138.53.6.66,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.46.43,138.53.4.72,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.44.32,138.53.4.28,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.42.16,138.53.0.04,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.39.08,138.53.0.22,300,
222038,,静岡県,沼津市,消火栓,沼津市下香貫木ノ宮,,35.4.44.03,138.52.55.08,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫七面,,35.4.39.41,138.52.53.786,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫七面,,35.4.35.485,138.52.51.676,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫前角９４１番１号,,35.4.49.79,138.53.15.8,75,
222038,,静岡県,沼津市,消火栓,沼津市下香貫石原,,35.4.43.99,138.52.46.47,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫石原,,35.4.39.93,138.52.46.45,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫八重原,,35.4.48.16,138.52.41.708,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫楊原,,35.4.47.85,138.52.41.864,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫楊原,,35.4.45.16,138.52.42.94,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫石原,,35.4.41.59,138.52.44.8,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫石原,,35.4.38.635,138.52.45.088,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫石原,,35.4.34.35,138.52.46.044,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫上ノ原,,35.4.44.82,138.52.39.72,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫石原,,35.4.37.59,138.52.42.504,350,
222038,,静岡県,沼津市,消火栓,沼津市下香貫楊原,,35.4.50.8,138.52.35.92,75,
222038,,静岡県,沼津市,消火栓,沼津市下香貫上ノ原,,35.4.46.95,138.52.36.44,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫上ノ原,,35.4.42.65,138.52.38.05,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（沼平町）,,35.6.39.27,138.52.37.33,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（沼平町）,,35.6.36.74,138.52.39.72,350,
222038,,静岡県,沼津市,消火栓,沼津市大岡（沼平町）,,35.6.34.14,138.52.38.61,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.42.46,138.53.48.05,200,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.39.64,138.53.47.96,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.35.77,138.53.48.45,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.45.97,138.53.55.17,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺,,35.1.55.09,138.53.57.98,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫藤井原,,35.4.34.61,138.52.34.27,100,
222038,,静岡県,沼津市,消火栓,沼津市下香貫馬場,,35.4.51.36,138.52.25.38,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫馬場,,35.4.46.55,138.52.27.65,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫西村,,35.4.42.35,138.52.28.956,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫西村,,35.4.36.24,138.52.31.79,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫西村,,35.4.31.4,138.52.33.93,200,
222038,,静岡県,沼津市,消火栓,沼津市下香貫前原,,35.4.32.03,138.52.31.09,150,
222038,,静岡県,沼津市,消火栓,沼津市下香貫馬場,,35.4.45.36,138.52.33.88,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.9.16,138.50.46.7,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.5.88,138.50.26.54,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.6.73,138.50.22.71,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.8.05,138.50.16.72,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.6.45,138.50.30.61,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.8.8,138.50.24.83,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.16.79,138.50.36.58,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.5.37,138.50.35.03,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.7.45,138.50.43.46,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.22.64,138.50.34.16,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.12.41,138.50.23.84,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.7.72,138.50.17.75,150,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.6.56.18,138.50.46.21,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.6.58.02,138.50.26.51,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.6.53.94,138.50.24.36,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.6.55.68,138.50.17.45,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.31.99,138.50.18.95,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.27.16,138.50.19.24,100,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.37.57,138.46.57.81,150,
222038,,静岡県,沼津市,消火栓,沼津市原（一本松）,,35.7.39.44,138.46.50.19,150,
222038,,静岡県,沼津市,消火栓,沼津市原（一本松）,,35.7.38.56,138.46.53.86,150,
222038,,静岡県,沼津市,消火栓,沼津市一本松,,35.7.46.52,138.46.33.23,200,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.19.85,138.46.2.23,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.19.42,138.46.6.25,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.23.64,138.46.7.78,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.24.95,138.46.11.68,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.23.37,138.46.12.16,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.3.84,138.45.59.08,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）３７０５番,,34.58.7.51,138.46.1.63,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.4.7,138.46.0.11,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.1.78,138.46.2.91,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.47.16,138.47.12.91,100,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.44.03,138.47.11.44,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.44.75,138.47.6.89,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.45.03,138.47.4.79,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.46.1,138.47.3.17,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.46.17,138.46.59.96,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.49.4,138.46.57.42,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.48.5,138.46.58.73,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.47.14,138.47.1.78,75,
222038,,静岡県,沼津市,消火栓,沼津市井田,,34.59.46.72,138.47.5.35,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（舟山）,,34.56.41.54,138.46.49.12,50,
222038,,静岡県,沼津市,消火栓,沼津市戸田（舟山）,,34.56.39.73,138.46.48.18,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（舟山）,,34.56.39.34,138.46.48.42,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（舟山）,,34.56.39.54,138.46.45.4,75,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.29.73,138.48.13.39,300,
